AR 100 100
B 72 52 21
B 72 53 14
B 72 54 1
B 72 55 13
B 72 56 25
B 72 57 23
B 72 58 10
B 72 59 15
B 72 60 7
B 72 61 21
B 72 62 5
B 72 63 3
B 72 64 14
B 72 65 7
B 72 66 8
B 72 67 3
B 72 68 1
B 72 69 6
B 72 70 24
B 72 71 19
B 72 72 11
B 72 73 22
B 72 74 1
B 72 75 1
B 72 76 6
B 72 77 7
B 72 78 18
B 72 79 21
B 72 80 3
B 72 81 21
B 72 82 12
B 72 83 25
B 72 84 13
B 72 85 12
B 72 86 18
B 72 87 20
B 72 88 1
B 72 89 11
B 72 90 3
B 72 91 23
B 72 92 25
B 72 93 24
B 72 94 11
B 72 95 14
B 72 96 6
B 72 97 25
B 72 98 9
B 72 99 5
B 73 0 2
B 73 1 25
B 73 2 2
B 73 3 18
B 73 4 8
B 73 5 3
B 73 6 14
B 73 7 9
B 73 8 13
B 73 9 21
B 73 10 17
B 73 11 6
B 73 12 22
B 73 13 7
B 73 14 25
B 73 15 21
B 73 16 21
B 73 17 2
B 73 18 1
B 73 19 5
B 73 20 15
B 73 21 23
B 73 22 17
B 73 23 15
B 73 24 5
B 73 25 16
B 73 26 6
B 73 27 6
B 73 28 10
B 73 29 0
B 73 30 0
B 73 31 0
B 73 32 4
B 73 33 6
B 73 34 11
B 73 35 1
B 73 36 0
B 73 37 22
B 73 38 6
B 73 39 0
B 73 40 3
B 73 41 25
B 73 42 21
B 73 43 25
B 73 44 19
B 73 45 6
B 73 46 9
B 73 47 15
B 73 48 23
B 73 49 6
B 73 50 16
B 73 51 8
B 73 52 12
B 73 53 16
B 73 54 22
B 73 55 8
B 73 56 4
B 73 57 19
B 73 58 0
B 73 59 17
B 73 60 6
B 73 61 9
B 73 62 9
B 73 63 16
B 73 64 9
B 73 65 1
B 73 66 3
B 73 67 15
B 73 68 23
B 73 69 19
B 73 70 17
B 73 71 22
B 73 72 25
B 73 73 2
B 73 74 5
B 73 75 17
B 73 76 9
B 73 77 6
B 73 78 17
B 73 79 15
B 73 80 14
B 73 81 8
B 73 82 13
B 73 83 22
B 73 84 18
B 73 85 1
B 73 86 9
B 73 87 10
B 73 88 24
B 73 89 12
B 73 90 11
B 73 91 7
B 73 92 6
B 73 93 24
B 73 94 10
B 73 95 19
B 73 96 14
B 73 97 13
B 73 98 2
B 73 99 1
B 74 0 25
B 74 1 15
B 74 2 17
B 74 3 22
B 74 4 14
B 74 5 16
B 74 6 14
B 74 7 24
B 74 8 15
B 74 9 12
B 74 10 12
B 74 11 11
B 74 12 12
B 74 13 2
B 74 14 11
B 74 15 9
B 74 16 20
B 74 17 18
B 74 18 2
B 74 19 8
B 74 20 0
B 74 21 25
B 74 22 15
B 74 23 11
B 74 24 22
B 74 25 7
B 74 26 6
B 74 27 13
B 74 28 17
B 74 29 9
B 74 30 1
B 74 31 9
B 74 32 2
B 74 33 21
B 74 34 13
B 74 35 4
B 74 36 7
B 74 37 13
B 74 38 12
B 74 39 19
B 74 40 11
B 74 41 9
B 74 42 12
B 74 43 22
B 74 44 1
B 74 45 24
B 74 46 6
B 74 47 23
B 74 48 5
B 74 49 1
B 74 50 19
B 74 51 13
B 74 52 20
B 74 53 6
B 74 54 14
B 74 55 23
B 74 56 7
B 74 57 18
B 74 58 1
B 74 59 4
B 74 60 23
B 74 61 0
B 74 62 15
B 74 63 18
B 74 64 6
B 74 65 22
B 74 66 21
B 74 67 11
B 74 68 1
B 74 69 8
B 74 70 5
B 74 71 23
B 74 72 4
B 74 73 14
B 74 74 20
B 74 75 1
B 74 76 11
B 74 77 15
B 74 78 4
B 74 79 5
B 74 80 20
B 74 81 3
B 74 82 8
B 74 83 2
B 74 84 1
B 74 85 11
B 74 86 25
B 74 87 19
B 74 88 1
B 74 89 22
B 74 90 25
B 74 91 24
B 74 92 9
B 74 93 13
B 74 94 19
B 74 95 2
B 74 96 25
B 74 97 21
B 74 98 14
B 74 99 4
B 75 0 20
B 75 1 25
B 75 2 12
B 75 3 5
B 75 4 12
B 75 5 1
B 75 6 2
B 75 7 18
B 75 8 9
B 75 9 1
B 75 10 19
B 75 11 4
B 75 12 11
B 75 13 21
B 75 14 3
B 75 15 14
B 75 16 17
B 75 17 20
B 75 18 6
B 75 19 13
B 75 20 15
B 75 21 8
B 75 22 23
B 75 23 0
B 75 24 25
B 75 25 2
B 75 26 4
B 75 27 12
B 75 28 16
B 75 29 9
B 75 30 9
B 75 31 5
B 75 32 20
B 75 33 25
B 75 34 13
B 75 35 18
B 75 36 17
B 75 37 21
B 75 38 2
B 75 39 4
B 75 40 9
B 75 41 22
B 75 42 19
B 75 43 16
B 75 44 5
B 75 45 19
B 75 46 12
B 75 47 6
B 75 48 3
B 75 49 2
B 75 50 6
B 75 51 6
B 75 52 25
B 75 53 12
B 75 54 5
B 75 55 12
B 75 56 8
B 75 57 5
B 75 58 21
B 75 59 14
B 75 60 13
B 75 61 19
B 75 62 23
B 75 63 8
B 75 64 9
B 75 65 18
B 75 66 0
B 75 67 9
B 75 68 5
B 75 69 11
B 75 70 25
B 75 71 12
B 75 72 19
B 75 73 9
B 75 74 4
B 75 75 3
B 75 76 4
B 75 77 14
B 75 78 14
B 75 79 24
B 75 80 0
B 75 81 23
B 75 82 23
B 75 83 10
B 75 84 25
B 75 85 1
B 75 86 18
B 75 87 24
B 75 88 24
B 75 89 24
B 75 90 10
B 75 91 19
B 75 92 10
B 75 93 11
B 75 94 4
B 75 95 15
B 75 96 24
B 75 97 16
B 75 98 25
B 75 99 15
B 76 0 11
B 76 1 7
B 76 2 24
B 76 3 24
B 76 4 18
B 76 5 19
B 76 6 17
B 76 7 15
B 76 8 16
B 76 9 20
B 76 10 12
B 76 11 12
B 76 12 4
B 76 13 0
B 76 14 0
B 76 15 22
B 76 16 18
B 76 17 0
B 76 18 5
B 76 19 0
B 76 20 24
B 76 21 3
B 76 22 16
B 76 23 24
B 76 24 15
B 76 25 20
B 76 26 0
B 76 27 20
B 76 28 16
B 76 29 13
B 76 30 13
B 76 31 1
B 76 32 4
B 76 33 19
B 76 34 11
B 76 35 12
B 76 36 1
B 76 37 11
B 76 38 19
B 76 39 22
B 76 40 9
B 76 41 8
B 76 42 21
B 76 43 20
B 76 44 14
B 76 45 11
B 76 46 11
B 76 47 23
B 76 48 25
B 76 49 19
B 76 50 7
B 76 51 23
B 76 52 15
B 76 53 11
B 76 54 6
B 76 55 22
B 76 56 1
B 76 57 25
B 76 58 17
B 76 59 5
B 76 60 17
B 76 61 25
B 76 62 20
B 76 63 4
B 76 64 14
B 76 65 16
B 76 66 0
B 76 67 7
B 76 68 3
B 76 69 9
B 76 70 24
B 76 71 5
B 76 72 0
B 76 73 23
B 76 74 3
B 76 75 21
B 76 76 4
B 76 77 12
B 76 78 1
B 76 79 21
B 76 80 23
B 76 81 23
B 76 82 23
B 76 83 1
B 76 84 12
B 76 85 10
B 76 86 15
B 76 87 21
B 76 88 20
B 76 89 11
B 76 90 15
B 76 91 18
B 76 92 23
B 76 93 3
B 76 94 18
B 76 95 3
B 76 96 14
B 76 97 15
B 76 98 2
B 76 99 11
B 77 0 5
B 77 1 24
B 77 2 20
B 77 3 0
B 77 4 25
B 77 5 20
B 77 6 20
B 77 7 8
B 77 8 13
B 77 9 0
B 77 10 3
B 77 11 4
B 77 12 3
B 77 13 15
B 77 14 3
B 77 15 7
B 77 16 17
B 77 17 9
B 77 18 3
B 77 19 20
B 77 20 14
B 77 21 1
B 77 22 19
B 77 23 0
B 77 24 7
B 77 25 7
B 77 26 15
B 77 27 6
B 77 28 5
B 77 29 15
B 77 30 11
B 77 31 13
B 77 32 25
B 77 33 21
B 77 34 3
B 77 35 21
B 77 36 18
B 77 37 5
B 77 38 14
B 77 39 18
B 77 40 19
B 77 41 17
B 77 42 3
B 77 43 21
B 77 44 4
B 77 45 9
B 77 46 18
B 77 47 4
B 77 48 16
B 77 49 7
B 77 50 13
B 77 51 20
B 77 52 16
B 77 53 2
B 77 54 9
B 77 55 10
B 77 56 18
B 77 57 19
B 77 58 23
B 77 59 19
B 77 60 8
B 77 61 22
B 77 62 23
B 77 63 3
B 77 64 16
B 77 65 8
B 77 66 2
B 77 67 1
B 77 68 17
B 77 69 18
B 77 70 18
B 77 71 20
B 77 72 25
B 77 73 24
B 77 74 16
B 77 75 7
B 77 76 1
B 77 77 19
B 77 78 4
B 77 79 9
B 77 80 21
B 77 81 17
B 77 82 17
B 77 83 19
B 77 84 14
B 77 85 14
B 77 86 1
B 77 87 14
B 77 88 12
B 77 89 13
B 77 90 0
B 77 91 7
B 77 92 14
B 77 93 22
B 77 94 0
B 77 95 18
B 77 96 16
B 77 97 14
B 77 98 24
B 77 99 0
B 78 0 5
B 78 1 16
B 78 2 10
B 78 3 20
B 78 4 11
B 78 5 24
B 78 6 7
B 78 7 1
B 78 8 0
B 78 9 0
B 78 10 22
B 78 11 1
B 78 12 15
B 78 13 19
B 78 14 5
B 78 15 8
B 78 16 9
B 78 17 8
B 78 18 25
B 78 19 6
B 78 20 2
B 78 21 19
B 78 22 21
B 78 23 12
B 78 24 10
B 78 25 12
B 78 26 20
B 78 27 1
B 78 28 17
B 78 29 24
B 78 30 25
B 78 31 3
B 78 32 19
B 78 33 8
B 78 34 17
B 78 35 8
B 78 36 17
B 78 37 11
B 78 38 2
B 78 39 7
B 78 40 14
B 78 41 17
B 78 42 11
B 78 43 23
B 78 44 12
B 78 45 15
B 78 46 19
B 78 47 14
B 78 48 1
B 78 49 3
B 78 50 5
B 78 51 13
B 78 52 24
B 78 53 0
B 78 54 22
B 78 55 21
B 78 56 6
B 78 57 3
B 78 58 20
B 78 59 23
B 78 60 9
B 78 61 1
B 78 62 18
B 78 63 12
B 78 64 3
B 78 65 2
B 78 66 2
B 78 67 13
B 78 68 1
B 78 69 0
B 78 70 14
B 78 71 20
B 78 72 14
B 78 73 10
B 78 74 18
B 78 75 5
B 78 76 17
B 78 77 20
B 78 78 19
B 78 79 15
B 78 80 12
B 78 81 25
B 78 82 4
B 78 83 6
B 78 84 16
B 78 85 4
B 78 86 22
B 78 87 1
B 78 88 13
B 78 89 25
B 78 90 9
B 78 91 6
B 78 92 19
B 78 93 24
B 78 94 24
B 78 95 14
B 78 96 24
B 78 97 10
B 78 98 3
B 78 99 13
B 79 0 22
B 79 1 25
B 79 2 11
B 79 3 4
B 79 4 7
B 79 5 21
B 79 6 2
B 79 7 23
B 79 8 14
B 79 9 17
B 79 10 21
B 79 11 4
B 79 12 17
B 79 13 23
B 79 14 19
B 79 15 24
B 79 16 25
B 79 17 20
B 79 18 18
B 79 19 19
B 79 20 4
B 79 21 11
B 79 22 8
B 79 23 17
B 79 24 17
B 79 25 22
B 79 26 9
B 79 27 18
B 79 28 18
B 79 29 2
B 79 30 22
B 79 31 14
B 79 32 8
B 79 33 3
B 79 34 21
B 79 35 16
B 79 36 10
B 79 37 8
B 79 38 16
B 79 39 16
B 79 40 2
B 79 41 22
B 79 42 24
B 79 43 23
B 79 44 18
B 79 45 13
B 79 46 9
B 79 47 18
B 79 48 22
B 79 49 12
B 79 50 18
B 79 51 5
B 79 52 5
B 79 53 22
B 79 54 13
B 79 55 15
B 79 56 1
B 79 57 16
B 79 58 13
B 79 59 20
B 79 60 19
B 79 61 7
B 79 62 21
B 79 63 23
B 79 64 3
B 79 65 3
B 79 66 3
B 79 67 13
B 79 68 22
B 79 69 6
B 79 70 3
B 79 71 25
B 79 72 20
B 79 73 23
B 79 74 22
B 79 75 12
B 79 76 7
B 79 77 20
B 79 78 5
B 79 79 18
B 79 80 16
B 79 81 20
B 79 82 17
B 79 83 3
B 79 84 12
B 79 85 18
B 79 86 12
B 79 87 18
B 79 88 4
B 79 89 21
B 79 90 13
B 79 91 1
B 79 92 22
B 79 93 13
B 79 94 5
B 79 95 6
B 79 96 8
B 79 97 19
B 79 98 19
B 79 99 21
B 80 0 16
B 80 1 9
B 80 2 12
B 80 3 13
B 80 4 16
B 80 5 13
B 80 6 0
B 80 7 2
B 80 8 15
B 80 9 0
B 80 10 12
B 80 11 16
B 80 12 23
B 80 13 1
B 80 14 20
B 80 15 15
B 80 16 23
B 80 17 0
B 80 18 16
B 80 19 14
B 80 20 2
B 80 21 6
B 80 22 25
B 80 23 6
B 80 24 4
B 80 25 2
B 80 26 1
B 80 27 9
B 80 28 18
B 80 29 12
B 80 30 19
B 80 31 25
B 80 32 3
B 80 33 24
B 80 34 6
B 80 35 4
B 80 36 21
B 80 37 2
B 80 38 0
B 80 39 11
B 80 40 10
B 80 41 23
B 80 42 19
B 80 43 8
B 80 44 5
B 80 45 25
B 80 46 24
B 80 47 3
B 80 48 8
B 80 49 20
B 80 50 21
B 80 51 25
B 80 52 9
B 80 53 4
B 80 54 19
B 80 55 16
B 80 56 2
B 80 57 25
B 80 58 16
B 80 59 17
B 80 60 25
B 80 61 20
B 80 62 20
B 80 63 18
B 80 64 12
B 80 65 0
B 80 66 9
B 80 67 13
B 80 68 22
B 80 69 8
B 80 70 2
B 80 71 11
B 80 72 2
B 80 73 8
B 80 74 2
B 80 75 3
B 80 76 18
B 80 77 22
B 80 78 0
B 80 79 7
B 80 80 10
B 80 81 11
B 80 82 25
B 80 83 2
B 80 84 13
B 80 85 4
B 80 86 10
B 80 87 24
B 80 88 1
B 80 89 14
B 80 90 14
B 80 91 17
B 80 92 12
B 80 93 22
B 80 94 14
B 80 95 3
B 80 96 14
B 80 97 3
B 80 98 20
B 80 99 21
B 81 0 24
B 81 1 22
B 81 2 22
B 81 3 17
B 81 4 20
B 81 5 4
B 81 6 0
B 81 7 17
B 81 8 9
B 81 9 11
B 81 10 1
B 81 11 20
B 81 12 2
B 81 13 9
B 81 14 20
B 81 15 4
B 81 16 4
B 81 17 12
B 81 18 19
B 81 19 6
B 81 20 7
B 81 21 23
B 81 22 15
B 81 23 2
B 81 24 10
B 81 25 18
B 81 26 6
B 81 27 3
B 81 28 7
B 81 29 16
B 81 30 9
B 81 31 19
B 81 32 2
B 81 33 15
B 81 34 24
B 81 35 5
B 81 36 9
B 81 37 21
B 81 38 20
B 81 39 6
B 81 40 3
B 81 41 0
B 81 42 21
B 81 43 24
B 81 44 3
B 81 45 1
B 81 46 4
B 81 47 17
B 81 48 4
B 81 49 22
B 81 50 13
B 81 51 1
B 81 52 12
B 81 53 18
B 81 54 20
B 81 55 24
B 81 56 24
B 81 57 20
B 81 58 25
B 81 59 25
B 81 60 3
B 81 61 19
B 81 62 9
B 81 63 24
B 81 64 20
B 81 65 3
B 81 66 4
B 81 67 14
B 81 68 18
B 81 69 21
B 81 70 17
B 81 71 1
B 81 72 15
B 81 73 5
B 81 74 5
B 81 75 23
B 81 76 23
B 81 77 12
B 81 78 6
B 81 79 13
B 81 80 20
B 81 81 19
B 81 82 16
B 81 83 3
B 81 84 4
B 81 85 0
B 81 86 21
B 81 87 24
B 81 88 21
B 81 89 6
B 81 90 7
B 81 91 19
B 81 92 3
B 81 93 21
B 81 94 15
B 81 95 25
B 81 96 19
B 81 97 19
B 81 98 6
B 81 99 14
B 82 0 18
B 82 1 16
B 82 2 14
B 82 3 11
B 82 4 1
B 82 5 1
B 82 6 11
B 82 7 4
B 82 8 25
B 82 9 3
B 82 10 3
B 82 11 20
B 82 12 21
B 82 13 25
B 82 14 6
B 82 15 12
B 82 16 21
B 82 17 5
B 82 18 17
B 82 19 16
B 82 20 8
B 82 21 25
B 82 22 11
B 82 23 10
B 82 24 22
B 82 25 21
B 82 26 8
B 82 27 13
B 82 28 1
B 82 29 20
B 82 30 16
B 82 31 24
B 82 32 4
B 82 33 16
B 82 34 18
B 82 35 4
B 82 36 22
B 82 37 20
B 82 38 19
B 82 39 10
B 82 40 16
B 82 41 10
B 82 42 14
B 82 43 9
B 82 44 20
B 82 45 21
B 82 46 2
B 82 47 13
B 82 48 4
B 82 49 24
B 82 50 10
B 82 51 8
B 82 52 10
B 82 53 21
B 82 54 0
B 82 55 22
B 82 56 18
B 82 57 12
B 82 58 11
B 82 59 3
B 82 60 24
B 82 61 25
B 82 62 5
B 82 63 7
B 82 64 16
B 82 65 8
B 82 66 1
B 82 67 25
B 82 68 19
B 82 69 13
B 82 70 4
B 82 71 5
B 82 72 14
B 82 73 5
B 82 74 12
B 82 75 17
B 82 76 15
B 82 77 0
B 82 78 20
B 82 79 22
B 82 80 21
B 82 81 6
B 82 82 21
B 82 83 18
B 82 84 7
B 82 85 8
B 82 86 9
B 82 87 9
B 82 88 2
B 82 89 10
B 82 90 1
B 82 91 8
B 82 92 24
B 82 93 10
B 82 94 8
B 82 95 0
B 82 96 9
B 82 97 5
B 82 98 21
B 82 99 17
B 83 0 25
B 83 1 10
B 83 2 2
B 83 3 16
B 83 4 13
B 83 5 0
B 83 6 10
B 83 7 24
B 83 8 13
B 83 9 17
B 83 10 25
B 83 11 4
B 83 12 20
B 83 13 19
B 83 14 20
B 83 15 13
B 83 16 20
B 83 17 21
B 83 18 3
B 83 19 16
B 83 20 13
B 83 21 9
B 83 22 24
B 83 23 5
B 83 24 18
B 83 25 19
B 83 26 4
B 83 27 9
B 83 28 5
B 83 29 22
B 83 30 13
B 83 31 3
B 83 32 15
B 83 33 5
B 83 34 12
B 83 35 22
B 83 36 14
B 83 37 13
B 83 38 23
B 83 39 4
B 83 40 7
B 83 41 10
B 83 42 10
B 83 43 1
B 83 44 3
B 83 45 16
B 83 46 20
B 83 47 4
B 83 48 8
B 83 49 12
B 83 50 8
B 83 51 19
B 83 52 23
B 83 53 8
B 83 54 24
B 83 55 20
B 83 56 1
B 83 57 15
B 83 58 11
B 83 59 19
B 83 60 24
B 83 61 10
B 83 62 15
B 83 63 20
B 83 64 18
B 83 65 6
B 83 66 22
B 83 67 1
B 83 68 1
B 83 69 13
B 83 70 12
B 83 71 12
B 83 72 16
B 83 73 8
B 83 74 18
B 83 75 4
B 83 76 16
B 83 77 12
B 83 78 18
B 83 79 16
B 83 80 14
B 83 81 20
B 83 82 14
B 83 83 5
B 83 84 8
B 83 85 12
B 83 86 21
B 83 87 2
B 83 88 4
B 83 89 1
B 83 90 20
B 83 91 8
B 83 92 0
B 83 93 9
B 83 94 11
B 83 95 19
B 83 96 14
B 83 97 6
B 83 98 20
B 83 99 3
B 84 0 19
B 84 1 21
B 84 2 10
B 84 3 11
B 84 4 5
B 84 5 0
B 84 6 11
B 84 7 12
B 84 8 17
B 84 9 5
B 84 10 23
B 84 11 10
B 84 12 5
B 84 13 5
B 84 14 7
B 84 15 1
B 84 16 0
B 84 17 7
B 84 18 6
B 84 19 11
B 84 20 18
B 84 21 10
B 84 22 9
B 84 23 1
B 84 24 24
B 84 25 7
B 84 26 9
B 84 27 22
B 84 28 6
B 84 29 25
B 84 30 16
B 84 31 3
B 84 32 13
B 84 33 25
B 84 34 14
B 84 35 1
B 84 36 1
B 84 37 18
B 84 38 8
B 84 39 16
B 84 40 19
B 84 41 24
B 84 42 20
B 84 43 21
B 84 44 6
B 84 45 18
B 84 46 1
B 84 47 13
B 84 48 2
B 84 49 5
B 84 50 6
B 84 51 1
B 84 52 18
B 84 53 24
B 84 54 19
B 84 55 8
B 84 56 25
B 84 57 11
B 84 58 0
B 84 59 12
B 84 60 19
B 84 61 7
B 84 62 9
B 84 63 9
B 84 64 15
B 84 65 5
B 84 66 25
B 84 67 22
B 84 68 0
B 84 69 1
B 84 70 2
B 84 71 14
B 84 72 5
B 84 73 4
B 84 74 5
B 84 75 15
B 84 76 4
B 84 77 0
B 84 78 2
B 84 79 7
B 84 80 3
B 84 81 25
B 84 82 15
B 84 83 17
B 84 84 12
B 84 85 10
B 84 86 6
B 84 87 4
B 84 88 20
B 84 89 12
B 84 90 25
B 84 91 21
B 84 92 22
B 84 93 5
B 84 94 2
B 84 95 10
B 84 96 5
B 84 97 4
B 84 98 10
B 84 99 16
B 85 0 14
B 85 1 3
B 85 2 19
B 85 3 16
B 85 4 8
B 85 5 16
B 85 6 12
B 85 7 5
B 85 8 17
B 85 9 21
B 85 10 18
B 85 11 18
B 85 12 12
B 85 13 21
B 85 14 25
B 85 15 16
B 85 16 11
B 85 17 23
B 85 18 3
B 85 19 17
B 85 20 13
B 85 21 7
B 85 22 9
B 85 23 4
B 85 24 11
B 85 25 6
B 85 26 21
B 85 27 0
B 85 28 16
B 85 29 8
B 85 30 5
B 85 31 9
B 85 32 11
B 85 33 9
B 85 34 25
B 85 35 1
B 85 36 12
B 85 37 12
B 85 38 3
B 85 39 3
B 85 40 4
B 85 41 9
B 85 42 19
B 85 43 17
B 85 44 18
B 85 45 11
B 85 46 12
B 85 47 6
B 85 48 6
B 85 49 1
B 85 50 3
B 85 51 6
B 85 52 7
B 85 53 4
B 85 54 4
B 85 55 13
B 85 56 23
B 85 57 22
B 85 58 20
B 85 59 17
B 85 60 0
B 85 61 16
B 85 62 7
B 85 63 25
B 85 64 9
B 85 65 9
B 85 66 14
B 85 67 9
B 85 68 9
B 85 69 5
B 85 70 18
B 85 71 6
B 85 72 25
B 85 73 24
B 85 74 6
B 85 75 20
B 85 76 5
B 85 77 2
B 85 78 16
B 85 79 1
B 85 80 25
B 85 81 9
B 85 82 2
B 85 83 20
B 85 84 14
B 85 85 18
B 85 86 21
B 85 87 8
B 85 88 25
B 85 89 9
B 85 90 25
B 85 91 25
B 85 92 8
B 85 93 6
B 85 94 1
B 85 95 11
B 85 96 5
B 85 97 21
B 85 98 12
B 85 99 24
B 86 0 1
B 86 1 24
B 86 2 5
B 86 3 17
B 86 4 16
B 86 5 0
B 86 6 15
B 86 7 23
B 86 8 2
B 86 9 23
B 86 10 11
B 86 11 25
B 86 12 2
B 86 13 1
B 86 14 5
B 86 15 4
B 86 16 4
B 86 17 15
B 86 18 5
B 86 19 10
B 86 20 14
B 86 21 2
B 86 22 6
B 86 23 17
B 86 24 5
B 86 25 21
B 86 26 11
B 86 27 15
B 86 28 8
B 86 29 16
B 86 30 1
B 86 31 17
B 86 32 13
B 86 33 16
B 86 34 23
B 86 35 4
B 86 36 25
B 86 37 12
B 86 38 25
B 86 39 7
B 86 40 4
B 86 41 20
B 86 42 16
B 86 43 12
B 86 44 24
B 86 45 12
B 86 46 17
B 86 47 16
B 86 48 15
B 86 49 20
B 86 50 12
B 86 51 4
B 86 52 15
B 86 53 7
B 86 54 10
B 86 55 14
B 86 56 23
B 86 57 21
B 86 58 4
B 86 59 13
B 86 60 2
B 86 61 22
B 86 62 15
B 86 63 9
B 86 64 21
B 86 65 10
B 86 66 7
B 86 67 16
B 86 68 7
B 86 69 4
B 86 70 14
B 86 71 0
B 86 72 0
B 86 73 0
B 86 74 11
B 86 75 1
B 86 76 9
B 86 77 22
B 86 78 14
B 86 79 20
B 86 80 5
B 86 81 20
B 86 82 20
B 86 83 23
B 86 84 1
B 86 85 24
B 86 86 7
B 86 87 10
B 86 88 23
B 86 89 10
B 86 90 12
B 86 91 16
B 86 92 1
B 86 93 5
B 86 94 6
B 86 95 23
B 86 96 7
B 86 97 21
B 86 98 11
B 86 99 15
B 87 0 16
B 87 1 10
B 87 2 18
B 87 3 4
B 87 4 25
B 87 5 21
B 87 6 6
B 87 7 13
B 87 8 4
B 87 9 23
B 87 10 7
B 87 11 24
B 87 12 5
B 87 13 12
B 87 14 22
B 87 15 11
B 87 16 22
B 87 17 25
B 87 18 9
B 87 19 13
B 87 20 23
B 87 21 18
B 87 22 13
B 87 23 20
B 87 24 25
B 87 25 12
B 87 26 10
B 87 27 4
B 87 28 5
B 87 29 10
B 87 30 9
B 87 31 24
B 87 32 23
B 87 33 9
B 87 34 2
B 87 35 25
B 87 36 8
B 87 37 19
B 87 38 6
B 87 39 20
B 87 40 24
B 87 41 0
B 87 42 22
B 87 43 4
B 87 44 13
B 87 45 5
B 87 46 11
B 87 47 13
B 87 48 2
B 87 49 21
B 87 50 5
B 87 51 9
B 87 52 10
B 87 53 22
B 87 54 19
B 87 55 11
B 87 56 22
B 87 57 11
B 87 58 10
B 87 59 20
B 87 60 24
B 87 61 2
B 87 62 22
B 87 63 17
B 87 64 24
B 87 65 17
B 87 66 22
B 87 67 6
B 87 68 21
B 87 69 11
B 87 70 25
B 87 71 22
B 87 72 19
B 87 73 6
B 87 74 19
B 87 75 17
B 87 76 4
B 87 77 16
B 87 78 20
B 87 79 10
B 87 80 19
B 87 81 17
B 87 82 14
B 87 83 11
B 87 84 18
B 87 85 15
B 87 86 8
B 87 87 22
B 87 88 6
B 87 89 24
B 87 90 19
B 87 91 21
B 87 92 23
B 87 93 5
B 87 94 19
B 87 95 22
B 87 96 24
B 87 97 25
B 87 98 23
B 87 99 21
B 88 0 19
B 88 1 21
B 88 2 21
B 88 3 16
B 88 4 3
B 88 5 4
B 88 6 12
B 88 7 14
B 88 8 16
B 88 9 17
B 88 10 10
B 88 11 25
B 88 12 11
B 88 13 21
B 88 14 9
B 88 15 14
B 88 16 5
B 88 17 12
B 88 18 23
B 88 19 16
B 88 20 20
B 88 21 17
B 88 22 6
B 88 23 23
B 88 24 24
B 88 25 18
B 88 26 21
B 88 27 6
B 88 28 10
B 88 29 11
B 88 30 11
B 88 31 10
B 88 32 23
B 88 33 24
B 88 34 1
B 88 35 12
B 88 36 23
B 88 37 12
B 88 38 11
B 88 39 24
B 88 40 6
B 88 41 22
B 88 42 11
B 88 43 20
B 88 44 21
B 88 45 13
B 88 46 0
B 88 47 14
B 88 48 13
B 88 49 24
B 88 50 8
B 88 51 4
B 88 52 14
B 88 53 24
B 88 54 20
B 88 55 24
B 88 56 13
B 88 57 4
B 88 58 6
B 88 59 0
B 88 60 5
B 88 61 2
B 88 62 2
B 88 63 5
B 88 64 14
B 88 65 23
B 88 66 1
B 88 67 17
B 88 68 24
B 88 69 14
B 88 70 14
B 88 71 0
B 88 72 3
B 88 73 0
B 88 74 14
B 88 75 8
B 88 76 23
B 88 77 13
B 88 78 0
B 88 79 7
B 88 80 13
B 88 81 1
B 88 82 23
B 88 83 12
B 88 84 1
B 88 85 18
B 88 86 18
B 88 87 24
B 88 88 16
B 88 89 12
B 88 90 12
B 88 91 12
B 88 92 16
B 88 93 9
B 88 94 9
B 88 95 18
B 88 96 4
B 88 97 0
B 88 98 2
B 88 99 15
B 89 0 6
B 89 1 12
B 89 2 10
B 89 3 19
B 89 4 4
B 89 5 5
B 89 6 1
B 89 7 14
B 89 8 1
B 89 9 14
B 89 10 13
B 89 11 9
B 89 12 0
B 89 13 22
B 89 14 19
B 89 15 16
B 89 16 9
B 89 17 7
B 89 18 22
B 89 19 23
B 89 20 17
B 89 21 11
B 89 22 1
B 89 23 21
B 89 24 12
B 89 25 17
B 89 26 5
B 89 27 4
B 89 28 11
B 89 29 14
B 89 30 9
B 89 31 17
B 89 32 10
B 89 33 3
B 89 34 11
B 89 35 7
B 89 36 19
B 89 37 2
B 89 38 10
B 89 39 11
B 89 40 8
B 89 41 2
B 89 42 8
B 89 43 24
B 89 44 13
B 89 45 24
B 89 46 0
B 89 47 2
B 89 48 0
B 89 49 13
B 89 50 2
B 89 51 12
B 89 52 9
B 89 53 8
B 89 54 4
B 89 55 9
B 89 56 23
B 89 57 3
B 89 58 9
B 89 59 14
B 89 60 17
B 89 61 11
B 89 62 7
B 89 63 21
B 89 64 24
B 89 65 7
B 89 66 3
B 89 67 4
B 89 68 22
B 89 69 17
B 89 70 14
B 89 71 4
B 89 72 24
B 89 73 7
B 89 74 15
B 89 75 13
B 89 76 6
B 89 77 20
B 89 78 17
B 89 79 22
B 89 80 21
B 89 81 8
B 89 82 18
B 89 83 14
B 89 84 11
B 89 85 0
B 89 86 22
B 89 87 8
B 89 88 23
B 89 89 10
B 89 90 9
B 89 91 17
B 89 92 6
B 89 93 10
B 89 94 22
B 89 95 20
B 89 96 8
B 89 97 12
B 89 98 19
B 89 99 10
B 90 0 1
